x__,X__,Y__,x___1,x____,x_____1,x_____,amplitude_1,phase_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1200,115.8806534,6.867262385,0.250440911,1.670743095,-0.0249891068805609+0.249191080396967i,4.14E-05,-1.378741743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1800,2850.494196,263.8230663,0.210433655,3.05430307,-0.209632467225672+0.0183453483261908i,2.48E-05,-1.044243541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1600,639.2283732,103.6941583,0.239954283,2.730304187,-0.21994364773121+0.0959314851387122i,5.87E-05,-0.130286042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1200,392.8095507,246.5317645,0.153241071,2.12725721,-0.08093953416367+0.130121549063119i,1.35E-05,-0.582893236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1000,2664.576625,140.2960107,1,5.343252147,0.589842000852212-0.807518677202366i,0.001189524,0.562798548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1500,512.3669228,163.8854586,0.279598365,6.010997173,0.269304935991644-0.0751671283417542i,5.53E-05,1.249882349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1800,4593.463904,295.9608833,0.196876939,5.799320694,0.174276196232867-0.0915878631206913i,6.67E-05,-2.709189804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1800,2386.975391,155.1366265,0.123385175,3.939600281,-0.0861394555972842-0.0883396603047443i,1.80E-05,1.423893277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1500,4949.393256,203.3966747,0.130174263,2.835861796,-0.124137721335989+0.0391811801447702i,3.87E-05,-0.636711871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1400,77.91152224,313.9964604,0.160133999,1.576272986,-0.000876995027295647+0.160131597741482i,3.70E-06,-0.537879274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1100,3311.393628,342.0442438,0.120587302,2.463800354,-0.093932565583219+0.0756172639496583i,1.72E-05,0.336016242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1700,2903.483982,189.1488987,0.206457677,2.017757564,-0.0892366409186813+0.186176244769104i,7.07E-05,0.40345365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1500,2206.45884,164.6091219,0.130942791,1.94548196,-0.0479224413856276+0.12185833645362i,1.19E-05,-1.486419866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2000,1946.692699,257.7085706,0.291802005,1.996320092,-0.12045525348657+0.265779874670923i,7.95E-05,-2.875361469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1400,3900.917054,344.0223989,0.151573298,4.04028061,-0.0943751726914293-0.118607721008312i,4.97E-05,-1.391255772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1500,554.5854436,64.17029213,0.299115291,3.800450385,-0.236508085530897-0.183122589269585i,5.04E-05,-0.668185141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1600,3309.756464,344.1351041,1,2.58402468,-0.848544462925675+0.529124082270102i,0.002620907,1.621000171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1300,2520.86212,308.8258099,0.192275718,1.890746728,-0.0604744586035268+0.182517921072368i,2.66E-05,-1.172107653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2000,2892.569741,109.5699524,0.243541424,0.453200081,0.218956056228807+0.106633347720408i,7.80E-05,2.072636495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1200,1044.837832,177.2160857,1,4.365991475,-0.339511504237082-0.940601902236368i,0.000696703,-2.490284241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1400,2533.989086,156.6852596,0.12133124,1.893538578,-0.0384824372904339+0.115066814669038i,1.79E-05,-2.009531269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1100,2526.99149,65.83876089,0.119051863,3.568063196,-0.108388556107038-0.0492470005041828i,1.64E-05,-1.037575992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1200,1604.130837,86.00401426,0.25419942,2.29987411,-0.169343113209744+0.189579152165078i,3.02E-05,0.828051933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1900,1645.802246,224.540602,0.11940511,1.018833047,0.0626112595182007+0.101673057317398i,1.05E-05,-0.595966017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1600,4097.312745,215.6619158,0.251638723,1.352317915,0.0545412985029349+0.245656861945227i,9.35E-05,0.25067678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1400,1055.503469,232.0853862,0.147099329,4.957801613,0.035738754939833-0.142691814927151i,5.69E-06,0.751404507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1100,4037.890799,236.0494439,0.252379887,5.495386279,0.178030558315296-0.178887471988539i,5.86E-05,-2.527887656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1900,2941.100983,30.93440589,1,3.485870112,-0.941319567964324-0.337516623246112i,0.003020259,-3.079154432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1100,3766.370653,41.64334268,0.202421613,4.069201787,-0.121402127197646-0.161975408198775i,0.00010554,1.277185372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1300,1296.745915,274.7041585,0.203301006,1.462213269,0.0220316920093003+0.202103695341736i,0.000130562,2.257726232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1100,2426.161286,151.4784974,0.144179225,3.409932892,-0.139019379177043-0.038226445561691i,3.66E-05,2.603059367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1700,3889.691492,254.9404201,0.135021944,5.393375988,0.0850044402294356-0.104905530926565i,6.96E-06,-2.813440027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1000,1478.980312,266.1705569,0.253799876,2.984563271,-0.250677173363153+0.0396904514359562i,5.65E-05,2.963466252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2000,367.9461364,223.9449917,0.174667631,6.18271812,0.173786854920952-0.0175188593150663i,6.34E-06,-3.049062851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1300,2875.102214,19.73194009,0.221592325,5.018754176,0.0668311556215823-0.211274123319588i,9.21E-05,-2.460506357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1400,1681.295244,188.1258422,0.271818608,4.142285066,-0.146705811500138-0.228829107313741i,0.000105209,-0.026283986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1500,4887.180453,33.01289618,0.189360607,2.25220005,-0.119275197598822+0.147074357254562i,6.34E-05,-2.168693937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2000,3049.756878,257.3414721,0.285516641,1.896376716,-0.0913249926687647+0.270517093833859i,8.45E-05,-2.832926107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1600,2142.386496,273.3437106,0.122844935,4.510934569,-0.0245806007063958-0.120360591698112i,1.68E-05,-2.592643405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1100,4755.918171,147.4930952,0.138429336,2.418159592,-0.103757991598725+0.0916349292396339i,2.77E-05,2.596683445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1600,3828.858406,264.234752,0.131603134,2.553174898,-0.109470110574882+0.0730457372413481i,4.71E-05,1.862627495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1400,4046.332217,53.10268493,0.122323625,3.24593984,-0.121658278982764-0.0127409754384262i,4.09E-05,-1.451042038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1900,2704.322648,188.1640782,0.143624083,3.002581352,-0.142238609777001+0.0199011305413724i,3.31E-05,-0.287013774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1400,1064.843544,268.7275995,0.214531129,5.308675225,0.120474995332628-0.177508819218131i,1.12E-05,0.241337953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1800,4969.66825,101.1508844,0.254403951,5.34989379,0.151419248028013-0.20443478586093i,0.000120742,2.167895075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1900,1711.668804,259.5386299,1,4.25935745,-0.437693264245057-0.899124355378335i,0.002140318,-2.212515233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1800,1643.480376,187.4975223,0.209529688,3.709406378,-0.176650027063149-0.112682999004366i,4.53E-05,1.475292703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1900,1562.150967,65.04163699,0.24141559,5.011991565,0.0712515222930253-0.230661457043914i,3.61E-05,0.732600463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1400,775.7732116,100.516874,0.185093494,3.381759393,-0.179781000892467-0.0440271868334706i,2.16E-05,2.616567789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1300,1613.074456,247.9487524,0.164886257,4.866378091,0.0252904602306232-0.162935172045764i,3.62E-05,0.521060776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1800,514.474021,206.4176687,0.274610426,0.376921097,0.255333394491261+0.101072961685749i,5.01E-05,-1.374868655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1400,1485.921268,264.87781,0.118271703,5.229665358,0.0584870940837215-0.10279813006201i,1.08E-05,-2.622211181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1500,606.9887986,141.6280164,0.223374014,3.516271552,-0.207877483310772-0.0817490196694877i,1.73E-05,0.309302274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1500,383.8196123,259.6293575,0.116938214,5.650440944,0.0942998696511239-0.0691525892077384i,6.21E-06,1.768823837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1400,2458.385172,95.12348809,0.207531474,6.23452983,0.207285872407082-0.0100935592761993i,2.96E-05,1.895306866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1900,1711.373242,44.99725241,0.185047104,3.631605798,-0.163271995799658-0.0870901039653935i,7.29E-05,0.232236948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1400,2766.165825,153.0617035,1,3.122147747,-0.999810953750879+0.0194436817438845i,0.000818045,-1.287630516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1600,4292.336653,115.8431937,0.275177002,0.535658423,0.236633716707566+0.140452364277544i,0.000150392,-0.944431681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1400,3193.567263,313.9756277,0.293417683,3.025881961,-0.291455594673928+0.0338758513133999i,0.000159938,0.969250324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1300,866.7470016,54.26817069,0.28824762,1.466914675,0.029889812207397+0.286693720846865i,3.73E-05,-3.128471715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1800,1715.323396,204.4096009,0.289019405,2.584392926,-0.245302114120891+0.152836806457948i,0.000212776,-1.812582679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1500,658.5636127,301.2038841,0.146877461,4.96072411,0.036101084980807-0.142371697053231i,1.26E-05,-2.504280709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1800,536.6654304,94.94945843,0.112281739,1.656129375,-0.00956971917123377+0.111873184085412i,5.82E-06,0.985393688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1200,4212.87821,187.4966334,1,0.465823671,0.893451909415761+0.449158864502673i,0.000639727,1.665097479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1300,1532.887701,128.3684472,0.109122778,3.519348182,-0.101429056790207-0.0402483191156161i,2.32E-05,0.601918456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1500,2514.321028,223.3312771,0.210951948,2.55082583,-0.175198504805079+0.117499822363548i,5.12E-05,2.367862129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1200,733.8535788,38.36072379,0.145705043,2.203176609,-0.0861213584257977+0.117529023180832i,5.03E-06,1.027176843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2000,2369.970764,218.8754845,0.140065736,1.347057085,0.0310773940591583+0.136574543620118i,2.39E-05,0.810095131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1300,3214.795747,313.0895362,1,2.099385932,-0.504315940331826+0.863519213641032i,0.002427459,-0.270969611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1500,3544.058734,25.2153951,0.289082437,1.858457445,-0.0820156434518197+0.277204057236256i,0.000227995,1.949860901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1700,1596.105716,248.2248584,0.132687213,3.063903506,-0.13228699059611+0.0102979900925009i,2.81E-05,-2.969381632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1100,3205.42278,271.4395415,0.243821954,3.556608137,-0.223123926849148-0.0983100112393221i,8.10E-05,-0.190503191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1200,226.5365329,352.6752946,0.259655589,2.194484672,-0.151647449696222+0.210770196684633i,3.70E-05,-0.675765334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1700,4992.648466,247.5051254,0.269874264,3.118522615,-0.269802449880577+0.00622545755447797i,0.000113173,-2.128183945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1100,2721.122674,154.5693074,0.105720675,1.13565223,0.0445656069121743+0.0958684923422595i,1.26E-05,0.355970087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1000,4415.608621,102.5550567,0.147480314,2.444180137,-0.11304462331764+0.0947172431149994i,3.60E-05,-2.089874738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1900,4427.128889,133.5533105,0.254369157,1.03138632,0.13065159439469+0.21825175586833i,0.000100721,-1.055942469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1900,445.4410736,347.671554,0.121628115,4.015994192,-0.0780190948374757-0.093308194503494i,8.16E-06,1.442666847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1100,1241.873497,7.563700007,0.267881118,2.449205932,-0.206194681567589+0.171008907697719i,0.000202827,1.40670597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1400,4554.077989,350.8363898,0.273127742,0.929417405,0.163412573831454+0.218849478028647i,0.000141161,-1.67052095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1100,1727.933376,79.82273154,0.237169625,0.219688732,0.231469331037865+0.0516853912707325i,6.44E-05,1.193228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1400,785.0128996,205.7290208,0.122595109,4.73419733,0.00267338511547639-0.122565956351861i,1.43E-05,0.276204964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1500,3242.639476,311.4961809,0.250437051,3.355038316,-0.244753839702332-0.0530497347601026i,3.00E-05,1.292295691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1600,2439.261258,230.9767255,1,4.331660919,-0.371596495729633-0.928394336670284i,0.00148131,2.03157752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1100,1586.778239,13.63881125,0.219730771,1.068047095,0.105874283914822+0.19254154767393i,9.50E-05,1.026059126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1700,2057.855886,161.3333237,0.166289828,1.57319026,-0.000398086371855394+0.166289351051188i,6.20E-05,0.022620569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1400,3594.943833,310.8905095,0.292095025,4.457152914,-0.0737463507977938-0.282632233225216i,6.86E-05,0.775238648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1900,4100.987637,39.6979654,0.245134136,5.750551787,0.211176377457087-0.124480046961241i,0.000190514,-0.537592622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1900,820.3308604,247.3867984,1,4.558297361,-0.153482545448357-0.988151358974268i,0.000275408,1.968532368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1600,2186.038868,31.47718323,0.148085584,1.947898858,-0.0545292790970576+0.137680419449363i,3.71E-05,1.330675138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1900,2864.902617,282.2635403,0.182175276,1.594752654,-0.00436383308142722+0.182123002854976i,2.81E-05,-0.366979263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1000,164.9599557,15.08962544,0.253912938,0.714528941,0.191806339392709+0.166379410929862i,4.43E-05,2.403196589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1200,4789.92947,160.0248386,0.157509665,0.293032015,0.150795415722382+0.0454976616199551i,5.63E-05,1.925169596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1200,4114.346204,153.5129798,0.220329262,0.411246466,0.201958925666288+0.0880771023617589i,3.35E-05,-2.467001091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1900,4417.56398,147.6522792,0.186581595,2.078842926,-0.0907666276915241+0.163015676585828i,2.52E-05,1.947244307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1100,4135.360723,106.0522691,0.115426087,5.414032621,0.074504531172848-0.088160401026266i,2.10E-05,-0.55509753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1900,4573.950301,3.640119407,0.205068594,5.994299143,0.196570917660018-0.0584209094201687i,6.16E-05,-2.4261113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1800,1898.298403,237.1172361,0.232980878,1.961610319,-0.0887520055843627+0.215413953129694i,6.62E-05,1.229338838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2000,1771.573719,255.743936,1,3.994725643,-0.657626157440254-0.753344434538655i,0.001137953,2.744089114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1100,4263.269862,298.8034402,0.235202595,1.608697353,-0.00891228562810471+0.235033682462119i,0.000107597,3.063076215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1700,1451.504225,14.83510077,0.21575954,0.947895589,0.125872726311905+0.175237655516766i,6.47E-05,2.775157121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1100,472.9271458,179.940636,0.257047944,5.784715529,0.225769106530614-0.122890016103389i,3.46E-05,1.235918017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1800,4161.477563,143.8631969,0.260578033,4.990428734,0.0715211690584785-0.250570616427737i,4.52E-05,2.074710315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1100,4902.811633,151.7721668,0.119627116,1.885851446,-0.0370687201850963+0.113738985746476i,1.63E-05,0.250642067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,4953.045162,290.0810523,0.194172083,2.607005431,-0.16708100112909+0.0989279377401128i,5.20E-05,-0.871290897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1700,915.0744566,347.9231531,0.215748125,0.674941534,0.168443943110814+0.13481057649996i,1.36E-05,-2.385340638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1000,4270.496233,333.3129723,0.250984452,0.591063353,0.208404588682044+0.139859653094182i,0.000127111,-2.654307464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1700,2227.869885,92.64079719,0.139748018,2.291038383,-0.0921731297157607+0.105041052860174i,2.16E-05,-0.871813928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1600,3586.197229,125.4294992,0.174863914,0.149229199,0.172920471659584+0.0259980572093315i,2.69E-05,2.27626118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1300,622.3852109,307.0060448,0.288956199,4.936572175,0.0642378728933398-0.281725363760171i,6.76E-05,0.218491209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1500,891.6860249,17.56660621,0.116986247,3.672838078,-0.100862828013056-0.0592661113333074i,8.46E-06,-2.559278048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1500,557.6341605,221.7942918,1,3.941964869,-0.696439650440254-0.71761536584347i,0.000453267,0.516752412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1900,324.284207,36.70685979,0.274162288,4.618030476,-0.0258311722473701-0.272942687104773i,3.57E-05,3.061300995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1300,724.9987287,43.3987502,0.224622356,6.034683346,0.217722396614821-0.0552463656681274i,3.82E-05,3.003375307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1900,396.6728664,342.9323627,0.182365502,5.75867163,0.157849668256493-0.0913272061602663i,1.82E-05,-2.704718394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1700,1841.940185,106.9125619,0.166183507,2.675603282,-0.14846460086954+0.0746673966735037i,4.27E-05,2.641367411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1200,3401.787878,252.8537294,0.135952546,2.85681237,-0.130476840207037+0.0381954042834637i,3.76E-05,-2.9688005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
